t_u,U
21.66,0.061214828697478
21.68,0.0565985972625529
21.7,0.0518549071883952
21.72,0.046962643278104
21.74,0.0419007661313495
21.76,0.0366483645714564
21.78,0.0311847079388571
21.8,0.0254891805571748
21.82,0.0195413730737057
21.84,0.0136078346462929
21.86,0.00795483759437719
21.88,0.00255099824421509
21.9,-0.00263523206632337
21.92,-0.00763550768383956
21.94,-0.0124815685486431
21.96,-0.01717062777812
21.98,-0.0217000004109231
22,-0.0260671049996773
22.02,-0.0303441405607701
22.04,-0.034603329648913
22.06,-0.038916833516408
22.08,-0.0433566673963667
22.1,-0.0479947336240968
22.12,-0.0527373059704009
22.14,-0.0574906471837256
22.16,-0.0621611074013494
22.18,-0.0666552224065145
22.2,-0.070879694008767
22.22,-0.0748786021189768
22.24,-0.0786961247629717
22.26,-0.0823765493119998
22.28,-0.0859641659720163
22.3,-0.0895032790390599
22.32,-0.0929741714078211
22.34,-0.0963572280753877
22.36,-0.0996328699817642
22.38,-0.102781605555033
22.4,-0.105815223056364
22.42,-0.108745610800649
22.44,-0.111584671109861
22.46,-0.114344391225172
22.48,-0.117036796433345
22.5,-0.119654606835627
22.52,-0.122190636162913
22.54,-0.124691488789795
22.56,-0.127203783691227
22.58,-0.129774046554982
22.6,-0.132448758942558
22.62,-0.135274250547392
22.64,-0.138296748538375
22.66,-0.141340557762095
22.68,-0.144230146149859
22.7,-0.146790294594058
22.72,-0.149056388767317
22.74,-0.151063964434015
22.76,-0.152848684864417
22.78,-0.154412157322128
22.8,-0.155756127137874
22.82,-0.156882476468878
22.84,-0.157835580881691
22.86,-0.158659880730079
22.88,-0.159399853033067
22.9,-0.16010002257838
22.92,-0.160804855323717
22.94,-0.161558769603124
22.96,-0.162326608612713
22.98,-0.163073242083114
23,-0.16380771125331
23.02,-0.164539055957384
23.04,-0.165276348139028
23.06,-0.166028607651255
23.08,-0.16680487505474
23.1,-0.167528823327324
23.12,-0.168124274391896
23.14,-0.168515168620225
23.16,-0.168712681767558
23.18,-0.168728061228098
23.2,-0.168572658082415
23.22,-0.168257919826897
23.24,-0.16778781353449
23.26,-0.167166361161367
23.28,-0.166433366632868
23.3,-0.165628703520181
23.32,-0.164792211356115
23.34,-0.1639637097374
23.36,-0.163182973205127
23.38,-0.162489745399145
23.4,-0.161841665159719
23.42,-0.161196385388455
23.44,-0.160511599769478
23.46,-0.159745069438008
23.48,-0.158854649579561
23.5,-0.157798315943038
23.52,-0.156612827923962
23.54,-0.155334989521828
23.56,-0.15400162605955
23.58,-0.152649560912833
23.6,-0.151315592264158
23.62,-0.149867665786226
23.64,-0.148173892566079
23.66,-0.146296419637099
23.68,-0.144297447563526
23.7,-0.142239151896851
23.72,-0.140183722387769
23.74,-0.138069583707715
23.76,-0.135835298684869
23.78,-0.133419528512351
23.8,-0.130761149815431
23.82,-0.127799214583962
23.84,-0.124645047868439
23.86,-0.121409984222349
23.88,-0.118205258182678
23.9,-0.115142012584463
23.92,-0.112149834662788
23.94,-0.109158337536133
23.96,-0.106097165397936
23.98,-0.102896116344199
24,-0.0994851473196348
24.02,-0.0959253354926354
24.04,-0.0922777906309933
24.06,-0.0886036164882667
24.08,-0.0849638722327419
24.1,-0.0814195339432998
24.12,-0.0780314561964297
24.14,-0.0748603337685487
24.16,-0.0719666634776916
24.18,-0.0691514600998171
24.2,-0.0662159280333422
24.22,-0.0629615081751228
24.24,-0.05919004226088
24.26,-0.0550459768993197
24.28,-0.0506738487944767
24.3,-0.0462181934037688
24.32,-0.0418234536886184
24.34,-0.0376338890151586
24.36,-0.0337934450421005
24.38,-0.0304457415982506
24.4,-0.0272238048605162
24.42,-0.0237609503415653
24.44,-0.0200982383274859
24.46,-0.0162768140243012
24.48,-0.0123378814961371
24.5,-0.00832271681270265
24.52,-0.00427256347724314
24.54,-8.05498420532492e-05
24.56,0.00436003801403327
24.58,0.00903536123501268
24.6,0.013931446673027
24.62,0.0190341566247853
24.64,0.0243579071717269
24.66,0.0299169603587661
24.68,0.0356330515720028
24.7,0.0414278956942101
24.72,0.0472232757700394
24.74,0.0529410138782436
24.76,0.0585030988896679
24.78,0.0638995866453145
24.8,0.0691206475258527
24.82,0.0741565725423344
24.84,0.0789977793446315
24.86,0.083604853845583
24.88,0.0879385693779469
24.9,0.0919598720510534
24.92,0.0956299836739495
24.94,0.0989103867402081
24.96,0.101983658692215
24.98,0.105032285067025
25,0.10823862281935
25.02,0.111557582206745
25.04,0.114944047690901
25.06,0.118352906446688
25.08,0.121739076840845
25.1,0.125184649808411
25.12,0.12877159629602
25.14,0.132581715631139
25.16,0.1365515474349
25.18,0.140617594261272
25.2,0.144716400942896
25.22,0.148784516169651
25.24,0.152758610984529
25.26,0.156596109292643
25.28,0.160254564018234
25.3,0.163691683773458
25.32,0.166865398622367
25.34,0.169733807978146
25.36,0.172255246106636
25.38,0.174388308195491
25.4,0.176091876232402
25.42,0.177690089435018
25.44,0.179506827838854
25.46,0.181484208462261
25.48,0.183564265844954
25.5,0.185689027946939
25.52,0.187902133295084
25.54,0.190247081573391
25.56,0.192767245519816
25.58,0.195505882891283
25.6,0.198506030828404
25.62,0.201644459436697
25.64,0.204797936121602
25.66,0.20784338183311
25.68,0.210657870175305
25.7,0.213118744081287
25.72,0.215103732200823
25.74,0.216490947266669
25.76,0.2171590411012
25.78,0.217347558231118
25.8,0.217296105262368
25.82,0.217244199545163
25.84,0.217431078827135
25.86,0.217758962002394
25.88,0.218130077194926
25.9,0.218446723476361
25.92,0.218611293256642
25.94,0.218526412254124
25.96,0.218094961516876
25.98,0.217544647125117
26,0.217102982181727
26.02,0.216997221809214
26.04,0.217145203302985
26.06,0.217464686319197
26.08,0.217873404874164
26.1,0.218289119307712
26.12,0.218629668177694
26.14,0.218813020052982
26.16,0.218757325172339
26.18,0.218380966936685
26.2,0.21760261320242
26.22,0.216341267343623
26.24,0.214516319051116
26.26,0.212047594836586
26.28,0.209016250601982
26.3,0.205503715906456
26.32,0.20159164228187
26.34,0.197361890680381
26.36,0.19285467075755
26.38,0.188110366162487
26.4,0.183169430426746
26.42,0.178072400574569
26.44,0.172837476663299
26.46,0.167482927520447
26.48,0.162027079140797
26.5,0.156488303059081
26.52,0.150885004705581
26.54,0.14523561175204
26.56,0.139530794492934
26.58,0.133761267588701
26.6,0.127917795883349
26.62,0.121991200184525
26.64,0.11597236300245
26.66,0.10991894795017
26.68,0.103888621750652
26.7,0.0979389786062219
26.72,0.0921275039100622
26.74,0.0865115380628688
26.76,0.0810445027616376
26.78,0.0756797724800422
26.8,0.0703707039523201
26.82,0.0650706656387324
26.84,0.0597330671540133
26.86,0.0543442160194276
26.88,0.0488904266519311
26.9,0.0433581074380327
26.92,0.0377337299999813
26.94,0.0320037984529095
26.96,0.0262247876621056
26.98,0.0204531467322135
27,0.0147452633946899
27.02,0.00915742846979233
27.04,0.00365869217084337
27.06,-0.00178188122135032
27.08,-0.00719523306204449
27.1,-0.012612330022747
27.12,-0.0180640660747925
27.14,-0.0235813214984459
27.16,-0.0291345049404688
27.18,-0.0346940320984508
27.2,-0.0402303836116848
27.22,-0.0457680515254727
27.24,-0.0513315416645899
27.26,-0.0569453189277121
27.28,-0.0625846880851944
27.3,-0.0682249625641536
27.32,-0.0738414800253244
27.34,-0.079459702213848
27.36,-0.0851050249942437
27.38,-0.0908028016035342
27.4,-0.096578365907919
27.42,-0.10245693798745
27.44,-0.108400542108528
27.46,-0.114371199638587
27.48,-0.120330913806054
27.5,-0.126241772147923
27.52,-0.132065931140313
27.54,-0.137765640021225
27.56,-0.143367703460261
27.58,-0.148898921620498
27.6,-0.154386151683638
27.62,-0.159850368573635
27.64,-0.165312540667818
27.66,-0.17079361656535
27.68,-0.176314511881468
27.7,-0.18189609607582
27.72,-0.187499956691709
27.74,-0.193087666585229
27.76,-0.198620886641086
27.78,-0.20406135066877
27.8,-0.209370889488161
27.82,-0.214490628957953
27.84,-0.219361873921262
27.86,-0.223926145082226
27.88,-0.228234169663041
27.9,-0.23233678569299
27.92,-0.236284909801161
27.94,-0.24012946577161
27.96,-0.243921430826661
27.98,-0.247621871274197
28,-0.25119191110547
28.02,-0.254592834921586
28.04,-0.257786033774031
28.06,-0.26073310787355
28.08,-0.263395851402918
28.1,-0.265736237222509
28.12,-0.26781072626562
28.14,-0.269675890603905
28.16,-0.271388377619643
28.18,-0.273004874166457
28.2,-0.27458207074113
28.22,-0.276064887095055
28.24,-0.277398357910269
28.26,-0.278527667385626
28.28,-0.279398183693826
28.3,-0.279955493287667
28.32,-0.28023105291778
28.34,-0.280256465606181
28.36,-0.280063460547127
28.38,-0.279683872948515
28.4,-0.279125621011736
28.42,-0.278396727779399
28.44,-0.277505315964748
28.46,-0.276459602723334
28.48,-0.275279582015476
28.5,-0.273985312504786
28.52,-0.272550389570492
28.54,-0.270948484702782
28.56,-0.269153401268776
28.58,-0.267203608288969
28.6,-0.265137594583631
28.62,-0.262993922894062
28.64,-0.260811127021639
28.66,-0.258627765969645
28.68,-0.256389486717297
28.7,-0.254042064750176
28.72,-0.251531359724485
28.74,-0.248803428003873
28.76,-0.245804478077835
28.78,-0.242480982810025
28.8,-0.238866076035467
28.82,-0.234993081495412
28.84,-0.230895452387701
28.86,-0.226606750116442
28.88,-0.22216062299471
28.9,-0.217590745693502
28.92,-0.212930876395746
28.94,-0.208179850904712
28.96,-0.203336524523482
28.98,-0.198399811978333
29,-0.193368727264488
29.02,-0.188269014742885
29.04,-0.183126436233708
29.06,-0.177966754734443
29.08,-0.172815718153557
29.1,-0.167699043070038
29.12,-0.162590823853303
29.14,-0.157465175564361
29.16,-0.152296250277148
29.18,-0.146902431164881
29.2,-0.141396656457638
29.22,-0.135782789192057
29.24,-0.130064717545758
29.26,-0.124246391577621
29.28,-0.118331859892068
29.3,-0.112325188543444
29.32,-0.106230497671711
29.34,-0.100051998067193
29.36,-0.0937939099804905
29.38,-0.0874604996688548
29.4,-0.0810561158768026
29.42,-0.0745851085671345
29.44,-0.0680518653937025
29.46,-0.061460848113734
29.48,-0.0548165112559273
29.5,-0.048123377755976
29.52,-0.0413859575917633
29.54,-0.0346087841693509
29.56,-0.027796450657615
29.58,-0.0209535285877864
29.6,-0.0140846042092988
29.62,-0.00719431479981576
29.64,-0.000287267245699084
29.66,0.00663192561566766
29.68,0.0135586086938293
29.7,0.0204881660672192
29.72,0.0274159846377197
29.74,0.0343374178199609
29.76,0.041247866949103
29.78,0.0481427449157082
29.8,0.0550174398298582
29.82,0.0618673963982828
29.84,0.0686880795231328
29.86,0.0754749379245784
29.88,0.0822234854710329
29.9,0.0889292647256684
29.92,0.0955878105114437
29.94,0.102194731178486
29.96,0.108745672082538
29.98,0.115236279076736
30,0.121662279700622
30.02,0.128019446575135
30.04,0.134303560805938
30.06,0.140510493079003
30.08,0.14663616695731
30.1,0.152676522181033
30.12,0.15862759565525
30.14,0.164485484634079
30.16,0.170246309903699
30.18,0.175906296648373
30.2,0.181461737508438
30.22,0.186908955632841
30.24,0.192244385410382
30.26,0.197464535388764
30.28,0.20256595118407
30.3,0.207545296064975
30.32,0.21239931372084
30.34,0.217124791016457
30.36,0.2217186384178
30.38,0.226177852598092
30.4,0.230499479027004
30.42,0.234680692227505
30.44,0.238718758209726
30.46,0.242610996884825
30.48,0.246354862143434
30.5,0.249947904108205
30.52,0.253387731363529
30.54,0.256672090847153
30.56,0.259798829913323
30.58,0.26276585837064
30.6,0.265571228179496
30.62,0.268213095318823
30.64,0.270689681625488
30.66,0.27299935429131
30.68,0.275140548307291
30.7,0.277111845824105
30.72,0.278911937679096
30.74,0.280539584893298
30.76,0.281993697823703
30.78,0.283273297480855
30.8,0.284377476815451
30.82,0.285305479659278
30.84,0.286056661830723
30.86,0.286630452208656
30.88,0.287026431460158
30.9,0.287244292932465
30.92,0.287283803513054
30.94,0.287144882143498
30.96,0.286827560497572
30.98,0.286331943627693
31,0.285658288265439
31.02,0.284806963286769
31.04,0.283778410146174
31.06,0.282573220965607
31.08,0.281192098788984
31.1,0.279635817806583
31.12,0.277905301235349
31.14,0.276001581366009
31.16,0.273925759581463
31.18,0.271679084032587
